id,model,year,transmission,manufacturer,vehicle_type,fuel,fuel_configuration,best_mpge
12867,wagoneer 4x4,2022,auto,jeep,suv,hybrid electric,hybrid electric,20.0
11589,xv crosstrek hybrid,2016,continuously variable,subaru,suv,hybrid electric,dedicated,34.0
11919,niro fe,2018,auto,kia,sedan/wagon,hybrid electric,hybrid electric,52.0
12658,sienna awd,2021,auto,toyota,van,hybrid electric,hybrid electric,36.0
10373,titan 2wd/4wd,2012,auto,nissan,pickup,ethanol (e85),flexible fuel,18.0
294,civic hybrid,2003,manual,honda,sedan/wagon,hybrid electric,hybrid electric,51.0
582,rav4-ev nimh,1999,single,toyota,suv,electric,dedicated,37.0
12290,1500 2wd,2020,auto,ram,pickup,hybrid electric,hybrid electric,23.0
12933,cls 450 4matic,2022,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,30.0
896,prius hybrid,2009,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,48.0
12625,"model x performance (20"" wheels)",2021,auto,tesla,suv,electric,dedicated,100.0
13011,"model s plaid (21"" wheels)",2022,auto,tesla,sedan/wagon,electric,dedicated,102.0
10154,tribute fwd ffv,2011,auto,mazda,suv,ethanol (e85),flexible fuel,25.0
12910,silverado 4wd,2022,auto,chevrolet,pickup,biodiesel (b20),dedicated,26.0
467,suburban ffv,2006,auto,chevrolet,suv,ethanol (e85),flexible fuel,19.0
974,armada,2010,auto,nissan,suv,ethanol (e85),flexible fuel,18.0
554,taurus sedan ffv,2003,auto,ford,sedan/wagon,ethanol (e85),flexible fuel,27.0
12653,e 450 (convertible),2021,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,30.0
11903,rlx hybrid,2018,auto,acura,sedan/wagon,hybrid electric,hybrid electric,29.0
11801,cayenne s e-hybrid,2017,auto,porsche,suv,plug-in hybrid electric,dedicated,46.0
12176,model s p100d,2019,auto,tesla,sedan/wagon,electric,dedicated,105.0
10049,ml450 4matic hybrid,2011,auto,mercedes-benz,suv,hybrid electric,hybrid electric,24.0
12529,nx 300h awd,2021,auto,lexus,suv,hybrid electric,hybrid electric,33.0
12052,i8 coupe,2019,auto,bmw,sedan/wagon,plug-in hybrid electric,hybrid electric,29.0
253,express,2004,auto,chevrolet,van,cng - compressed natural gas,dual/bi-fueled,20.0
11970,i3s (94ah) with range extender,2018,auto,bmw,sedan/wagon,plug-in hybrid electric,hybrid electric,109.0
286,grand caravan ffv,2003,auto,dodge,van,ethanol (e85),flexible fuel,25.0
12510,a7 quattro,2021,auto,audi,sedan/wagon,hybrid electric,hybrid electric,29.0
12552,rav4 prime awd,2021,auto,toyota,sedan/wagon,plug-in hybrid electric,dedicated,40.0
13092,c 300 4matic,2022,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,33.0
13040,corsair awd phev,2022,auto,lincoln,suv,plug-in hybrid electric,unknown,34.0
11808,highlander hybrid 4wd le plus,2017,auto,toyota,suv,hybrid electric,hybrid electric,30.0
11971,niro plug-in hybrid,2018,auto,kia,sedan/wagon,plug-in hybrid electric,hybrid electric,105.0
10385,prius plug-in hybrid,2012,continuously variable,toyota,sedan/wagon,plug-in hybrid electric,hybrid electric,95.0
11723,sonata plug-in hybrid,2017,auto,hyundai,sedan/wagon,plug-in hybrid electric,dedicated,99.0
10090,town & country,2011,auto,chrysler,van,ethanol (e85),flexible fuel,24.0
178,taurus ffv,2002,auto,ford,sedan/wagon,ethanol (e85),flexible fuel,27.0
10462,continental gtc,2013,auto,bentley motors,sedan/wagon,ethanol (e85),flexible fuel,19.0
846,durango ffv,2009,auto,dodge,suv,ethanol (e85),flexible fuel,19.0
11858,silverado k15 4wd,2018,auto,chevrolet,pickup,ethanol (e85),flexible fuel,22.0
12855,m340i sedan,2022,auto,bmw,sedan/wagon,hybrid electric,hybrid electric,32.0
470,caravan ffv,2006,auto,dodge,van,ethanol (e85),flexible fuel,26.0
10345,suburban 1500 ffv,2012,auto,chevrolet,suv,ethanol (e85),flexible fuel,21.0
10533,rx 450h,2013,auto,lexus,suv,hybrid electric,hybrid electric,32.0
12597,a4 allroad quattro,2021,auto,audi,sedan/wagon,hybrid electric,hybrid electric,30.0
11603,b250e,2016,auto,mercedes-benz,sedan/wagon,electric,dedicated,85.0
11888,yukon c1500 xl 2wd,2018,auto,gmc,suv,ethanol (e85),flexible fuel,23.0
12134,fusion hybrid taxi,2019,auto,ford,sedan/wagon,hybrid electric,hybrid electric,43.0
12993,mustang mach-e gt awd,2021,auto,ford,sedan/wagon,electric,dedicated,90.0
59,ranger ffv,2000,auto,ford,pickup,ethanol (e85),flexible fuel,22.0
12877,camry hybrid le,2022,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,53.0
12347,xc60 awd,2020,auto,volvo,suv,plug-in hybrid electric,hybrid electric,28.0
10590,savana 2500 / 3500,2013,auto,gmc,van,ethanol (e85),flexible fuel,17.0
400,silverado,2005,auto,chevrolet,pickup,hybrid electric,hybrid electric,19.0
10322,escalade ext,2012,auto,cadillac,suv,ethanol (e85),flexible fuel,18.0
11813,e6,2017,auto,byd motors,sedan/wagon,electric,dedicated,73.0
11876,escape fwd ffv,2018,auto,ford,suv,ethanol (e85),flexible fuel,29.0
12852,canyon 2wd,2022,auto,gmc,pickup,biodiesel (b20),dedicated,30.0
167,ranger ffv,2001,auto,ford,pickup,ethanol (e85),flexible fuel,22.0
12460,f-150 4wd xl/xlt,2020,auto,ford,pickup,biodiesel (b20),dedicated,29.0
31,force nicd,1999,single,solectria,sedan/wagon,electric,dedicated,34.0
11171,e-350/450 cutaway,2014,auto,ford,pickup,ethanol (e85),flexible fuel,16.0
258,sierra ffv,2004,auto,gmc,pickup,ethanol (e85),flexible fuel,19.0
10012,expedition 4wd,2011,auto,ford,suv,ethanol (e85),flexible fuel,18.0
11230,ls 600h l,2014,auto,lexus,sedan/wagon,hybrid electric,hybrid electric,23.0
12860,x3 m40i,2022,auto,bmw,suv,hybrid electric,hybrid electric,26.0
807,yukon,2008,auto,gmc,suv,hybrid electric,hybrid electric,21.0
12152,amg e53 4matic+ (convertible),2019,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,26.0
11178,"yukon, 2wd/4wd",2014,auto,gmc,suv,ethanol (e85),flexible fuel,21.0
12595,polestar 2,2021,auto,polestar automotive usa,sedan/wagon,electric,dedicated,96.0
11610,model x awd p90d,2016,auto,tesla,suv,electric,dedicated,90.0
11884,sierra c15 2wd,2018,auto,gmc,pickup,ethanol (e85),flexible fuel,23.0
13047,"i4 edrive40 gran coupe (18"" wheels) ",2022,auto,bmw,sedan/wagon,electric,dedicated,109.0
491,civic hybrid,2006,continuously variable,honda,sedan/wagon,hybrid electric,hybrid electric,51.0
10095,fcx clarity,2011,unknown,honda,sedan/wagon,hydrogen fuel cell,fuel cell,60.0
10541,leaf,2013,unknown,nissan,sedan/wagon,electric,dedicated,106.0
11544,transit 150/250,2016,auto,ford,van,ethanol (e85),dedicated,16.0
11845,soul,2018,auto,kia,sedan/wagon,electric,dedicated,124.0
795,avalanche ffv,2008,auto,chevrolet,pickup,ethanol (e85),flexible fuel,20.0
10281,activehybrid 7,2012,auto,bmw,sedan/wagon,hybrid electric,hybrid electric,24.0
11201,c300 4matic,2014,auto,mercedes-benz,sedan/wagon,ethanol (e85),flexible fuel,27.0
12898,"air g touring awd w/19"" wheels",2022,auto,"lucid usa, inc.",sedan/wagon,electric,dedicated,132.0
11518,silverado 1500 2wd/4wd,2016,auto,chevrolet,pickup,ethanol (e85),dedicated,24.0
12990,s 500 4matic,2022,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,30.0
273,f-150,2004,auto,ford,pickup,cng - compressed natural gas,dedicated,19.0
10099,active hybrid 7,2011,auto,bmw,sedan/wagon,hybrid electric,hybrid electric,24.0
10261,continental gt,2012,auto,bentley motors,sedan/wagon,ethanol (e85),flexible fuel,19.0
12572,sierra 2wd,2021,auto,gmc,pickup,biodiesel (b20),dedicated,30.0
13,contour (qvm),1998,auto,ford,sedan/wagon,cng - compressed natural gas,dual/bi-fueled,32.0
11711,camry hyrid xle/se,2017,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,40.0
693,yukon xl ffv,2007,auto,gmc,suv,ethanol (e85),flexible fuel,21.0
11125,continental gtc,2014,auto,bentley motors,sedan/wagon,ethanol (e85),flexible fuel,20.0
12691,niro,2021,auto,kia,sedan/wagon,hybrid electric,hybrid electric,51.0
12795,q5 s line quattro,2022,auto,audi,suv,hybrid electric,hybrid electric,28.0
10602,lacrosse,2013,auto,buick,sedan/wagon,ethanol (e85),flexible fuel,32.0
10375,leaf,2012,auto,nissan,sedan/wagon,electric,dedicated,106.0
11981,ls 500h awd,2018,auto,lexus,sedan/wagon,hybrid electric,hybrid electric,31.0
12449,cayenne e-hybrid,2020,auto,porsche,suv,plug-in hybrid electric,hybrid electric,41.0
12659,q5,2021,auto,audi,suv,plug-in hybrid electric,unknown,29.0
487,highlander hybrid,2006,continuously variable,toyota,suv,hybrid electric,hybrid electric,33.0
881,aura hybrid,2009,auto,saturn,sedan/wagon,hybrid electric,hybrid electric,34.0
203,civic gx,2001,auto,honda,sedan/wagon,cng - compressed natural gas,dedicated,38.0
10592,express 2500 / 3500,2013,auto,chevrolet,van,ethanol (e85),flexible fuel,16.0
12980,explorer hev awd,2022,auto,ford,suv,hybrid electric,hybrid electric,26.0
12080,niro,2019,auto,kia,sedan/wagon,hybrid electric,hybrid electric,51.0
10379,tundra 4wd ffv,2012,auto,toyota,pickup,ethanol (e85),flexible fuel,17.0
12965,taycan perf battery plus,2022,auto,porsche,sedan/wagon,electric,dedicated,80.0
12982,escape awd hev,2022,auto,ford,sedan/wagon,hybrid electric,hybrid electric,43.0
10016,f150,2011,auto,ford,pickup,ethanol (e85),flexible fuel,20.0
11688,1500 2wd,2017,auto,ram,pickup,ethanol (e85),flexible fuel,25.0
10367,tribute,2012,auto,mazda,suv,ethanol (e85),flexible fuel,23.0
12878,camry hybrid se/xle/xse,2022,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,47.0
365,sebring ffv,2005,auto,chrysler,sedan/wagon,ethanol (e85),flexible fuel,28.0
475,crown victoria ffv,2006,auto,ford,sedan/wagon,ethanol (e85),flexible fuel,25.0
12903,aviator awd phev,2022,auto,lincoln,suv,plug-in hybrid electric,unknown,25.0
13056,mustang mach-e awd california route 1,2022,auto,ford,suv,electric,dedicated,105.0
557,f-150,2003,auto,ford,pickup,propane,dual/bi-fueled,16.0
10328,savana g1500,2012,auto,gmc,van,ethanol (e85),flexible fuel,18.0
12642,accord sport/touring,2021,auto,honda,sedan/wagon,hybrid electric,hybrid electric,44.0
12482,cayenne turbo s e-hybrid,2020,auto,porsche,suv,plug-in hybrid electric,hybrid electric,39.0
12664,mustang mach-e rwd,2021,auto,ford,sedan/wagon,electric,dedicated,105.0
12178,model s 75d,2019,auto,tesla,sedan/wagon,electric,dedicated,105.0
12256,model x long range,2019,auto,tesla,suv,electric,dedicated,99.0
12623,e-tron,2021,auto,audi,suv,electric,unknown,78.0
976,grand caravan,2010,auto,dodge,suv,ethanol (e85),flexible fuel,24.0
12044,yukon c1500 2wd,2019,auto,gmc,suv,ethanol (e85),flexible fuel,22.0
11644,e-golf,2017,auto,volkswagen,sedan/wagon,electric,dedicated,119.0
12783,a4 allroad quattro,2022,auto,audi,sedan/wagon,hybrid electric,hybrid electric,30.0
12550,clarity phev,2021,auto,honda,sedan/wagon,plug-in hybrid electric,hybrid electric,44.0
11504,allroad quattro,2016,auto,audi,sedan/wagon,ethanol (e85),dedicated,28.0
10537,ml350,2013,auto,mercedes-benz,suv,ethanol (e85),flexible fuel,23.0
11502,a5 quattro,2016,auto,audi,sedan/wagon,ethanol (e85),dedicated,30.0
12279,yukon k1500 xl 4wd,2020,auto,gmc,suv,ethanol (e85),flexible fuel,21.0
262,rav4-ev,2003,single,toyota,suv,electric,dedicated,34.0
11308,civic,2015,auto,honda,sedan/wagon,cng - compressed natural gas,dedicated,38.0
11608,model s awd,2016,auto,tesla,sedan/wagon,electric,dedicated,106.0
483,yukon xl ffv,2006,auto,gmc,suv,ethanol (e85),flexible fuel,19.0
936,malibu ls,2010,auto,chevrolet,sedan/wagon,hybrid electric,hybrid electric,34.0
11660,200,2017,auto,chrysler,sedan/wagon,ethanol (e85),flexible fuel,36.0
11667,transit connect van ffv,2017,auto,ford,van,ethanol (e85),flexible fuel,27.0
13017,model y (long range) awd,2022,auto,tesla,suv,electric,dedicated,127.0
12478,glc 350e 4matic,2020,auto,mercedes-benz,suv,plug-in hybrid electric,dedicated,28.0
823,f-150 ffv,2008,auto,ford,pickup,ethanol (e85),flexible fuel,18.0
12252,clarity,2019,auto,honda,sedan/wagon,hydrogen fuel cell,dedicated,68.0
11830,cruze,2018,manual,chevrolet,sedan/wagon,biodiesel (b20),dedicated,52.0
10384,highlander hybrid,2012,continuously variable,toyota,suv,hybrid electric,flexible fuel,28.0
275,e 350 van,2004,auto,ford,van,cng - compressed natural gas,dedicated,17.0
11155,"durango, 2wd/awd",2014,auto,dodge,suv,ethanol (e85),flexible fuel,24.0
12407,gls 580 4matic,2020,auto,mercedes-benz,suv,hybrid electric,hybrid electric,21.0
10461,continental gt,2013,auto,bentley motors,sedan/wagon,ethanol (e85),flexible fuel,19.0
10578,yukon 2wd/ awd,2013,auto,gmc,suv,ethanol (e85),flexible fuel,18.0
10047,navigator 4wd,2011,auto,lincoln,suv,ethanol (e85),flexible fuel,20.0
888,escalade ffv,2009,auto,cadillac,suv,ethanol (e85),flexible fuel,19.0
67,chevrolet cavalier,2000,auto,chevrolet,sedan/wagon,cng - compressed natural gas,dual/bi-fueled,29.0
12387,q8,2020,auto,audi,sedan/wagon,hybrid electric,hybrid electric,21.0
12089,ioniq plug-in hybrid,2019,auto,hyundai,sedan/wagon,plug-in hybrid electric,hybrid electric,53.0
11215,activehybrid 5,2014,auto,bmw,sedan/wagon,hybrid electric,hybrid electric,30.0
33,crown victoria,1999,auto,ford,sedan/wagon,cng - compressed natural gas,dedicated,22.0
937,tahoe hybrid,2010,auto,chevrolet,suv,hybrid electric,hybrid electric,22.0
11931,camry hybrid xle/se,2018,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,47.0
12142,wrangler unlimited 4x4,2019,auto,jeep,suv,hybrid electric,hybrid electric,24.0
12514,540i xdrive,2021,auto,bmw,suv,hybrid electric,hybrid electric,31.0
394,silverado,2005,auto,chevrolet,pickup,cng - compressed natural gas,dedicated,12.0
12617,escalade 2wd,2021,auto,cadillac,suv,biodiesel (b20),dedicated,27.0
69,gmc sierra,2000,auto,gmc,pickup,cng - compressed natural gas,dual/bi-fueled,22.1
12299,sierra 4wd at4,2020,auto,gmc,pickup,biodiesel (b20),dedicated,26.0
592,econoline e-350,1999,auto,ford,van,propane,dual/bi-fueled,17.0
10149,hhr fwd manual,2011,manual,chevrolet,suv,ethanol (e85),flexible fuel,32.0
11391,touareg hybrid,2015,auto,volkswagen,suv,hybrid electric,hybrid electric,24.0
478,avalanche ffv,2006,auto,chevrolet,pickup,ethanol (e85),flexible fuel,19.0
12945,e 450 4matic (convertible),2022,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,29.0
12181,model 3 long range,2019,auto,tesla,sedan/wagon,electric,dedicated,136.0
10464,ilx,2013,continuously variable,acura,sedan/wagon,hybrid electric,hybrid electric,39.0
12708,f-pace p340 mhev,2021,auto,jaguar,suv,hybrid electric,dedicated,27.0
12453,defender 90 mhev,2020,auto,land rover,suv,hybrid electric,hybrid electric,22.0
540,titan ffv,2006,auto,nissan,pickup,ethanol (e85),flexible fuel,19.0
12532,amg gle 53 4matic+,2021,auto,mercedes-benz,suv,hybrid electric,hybrid electric,22.0
12294,745e xdrive,2020,auto,bmw,sedan/wagon,plug-in hybrid electric,hybrid electric,26.0
13070,530e xdrive sedan,2022,auto,bmw,sedan/wagon,plug-in hybrid electric,hybrid electric,28.0
221,express,2002,auto,quantum-procon,van,propane,dedicated,18.0
11859,silverado k15 4wd,2018,auto,chevrolet,pickup,ethanol (e85),flexible fuel,22.0
12344,s60 awd,2020,auto,volvo,sedan/wagon,plug-in hybrid electric,hybrid electric,33.0
12893,v60 t8 awd recharge,2022,auto,volvo,sedan/wagon,plug-in hybrid electric,hybrid electric,33.0
12505,range rover sport,2021,auto,land rover,suv,biodiesel (b20),dedicated,28.0
113,ram wagon,2001,auto,dodge,van,cng - compressed natural gas,dedicated,17.0
214,ev1-lead acid,1997,single,general motors ev,sedan/wagon,electric,dedicated,26.0
278,ranger ffv,2003,auto,ford,pickup,ethanol (e85),flexible fuel,21.0
11714,rav4 hybrid awd,2017,auto,toyota,suv,hybrid electric,hybrid electric,34.0
11234,e400 hybrid,2014,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,30.0
12123,gla 250 4matic,2019,auto,mercedes-benz,suv,ethanol (e85),flexible fuel,31.0
956,milan hybrid,2010,auto,mercury,sedan/wagon,hybrid electric,hybrid electric,41.0
480,silverado,2006,auto,chevrolet,pickup,cng - compressed natural gas,dual/bi-fueled,12.0
10538,s400,2013,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,25.0
13099,id.4 pro s,2022,auto,volkswagen,suv,electric,dedicated,110.0
12636,f-150 4wd ffv,2021,auto,ford,pickup,ethanol (e85),flexible fuel,22.0
12606,cls 450,2021,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,30.0
11235,"pathfinder hybrid, 2wd/awd",2014,auto,nissan,suv,hybrid electric,hybrid electric,28.0
12107,nexo blue,2019,auto,hyundai,suv,hydrogen fuel cell,dedicated,65.0
10089,grand caravan,2011,auto,dodge,van,ethanol (e85),flexible fuel,25.0
801,uplander ffv,2008,auto,chevrolet,van,ethanol (e85),flexible fuel,23.0
11342,cayenne s e-hybrid,2015,auto,porsche,suv,plug-in hybrid electric,hybrid electric,47.0
181,explorer sport track ffv,2002,auto,ford,suv,ethanol (e85),flexible fuel,20.0
12567,1500 2wd,2021,auto,ram,pickup,hybrid electric,hybrid electric,23.0
11591,camry,2016,continuously variable,toyota,sedan/wagon,hybrid electric,dedicated,43.0
855,crown victoria ffv,2009,auto,ford,sedan/wagon,ethanol (e85),flexible fuel,24.0
11998,panamera 4 e-hybrid st,2018,auto,porsche,sedan/wagon,plug-in hybrid electric,hybrid electric,46.0
12724,x3 xdrive30e,2021,auto,bmw,suv,plug-in hybrid electric,hybrid electric,27.0
10008,milan awd,2011,auto,mercury,sedan/wagon,ethanol (e85),flexible fuel,28.0
10097,continental gtc,2011,auto,bentley motors,sedan/wagon,ethanol (e85),flexible fuel,18.0
46,chevrolet c/k,1999,auto,chevrolet,pickup,cng - compressed natural gas,dual/bi-fueled,22.1
891,c300 sport sedan ffv,2009,auto,mercedes-benz,sedan/wagon,ethanol (e85),flexible fuel,25.0
10582,silverado c / k 1500,2013,auto,chevrolet,pickup,ethanol (e85),flexible fuel,21.0
12953,"e-tron s sportback (21"" or 22"" wheels)",2022,auto,audi,suv,electric,unknown,66.0
11457,range rover l,2015,auto,land rover,suv,ethanol (e85),flexible fuel,19.0
277,crown victoria,2004,auto,ford,sedan/wagon,cng - compressed natural gas,dedicated,26.0
11396,q5 awd,2015,auto,audi,suv,ethanol (e85),flexible fuel,28.0
11882,explorer awd ffv,2018,auto,ford,suv,ethanol (e85),flexible fuel,22.0
702,sebring ffv,2007,auto,chrysler,sedan/wagon,ethanol (e85),flexible fuel,28.0
838,tribute,2008,continuously variable,mazda,suv,hybrid electric,hybrid electric,29.0
11174,"explorer, 2wd/awd",2014,auto,ford,suv,ethanol (e85),flexible fuel,24.0
11894,cla 250 4matic,2018,auto,mercedes-benz,suv,ethanol (e85),flexible fuel,32.0
11906,c15 silverado 2wd,2018,auto,chevrolet,pickup,hybrid electric,hybrid electric,24.0
10505,e350,2013,auto,ford,van,ethanol (e85),flexible fuel,16.0
10381,prius hybrid,2012,continuously variable,toyota,sedan/wagon,hybrid electric,hybrid electric,51.0
10286,challenger,2012,auto,dodge,sedan/wagon,ethanol (e85),flexible fuel,27.0
588,super club wagon,1999,auto,ford,van,cng - compressed natural gas,dedicated,17.0
12218,e6,2018,auto,byd motors,sedan/wagon,electric,dedicated,73.0
13024,explorer platinum hev ,2022,auto,ford,suv,hybrid electric,hybrid electric,24.0
12763,explorer awd ffv,2021,auto,ford,suv,ethanol (e85),flexible fuel,23.0
10475,200,2013,auto,chrysler,sedan/wagon,ethanol (e85),flexible fuel,29.0
12678,amg gle 63 s 4matic+ coupe,2021,auto,mercedes-benz,suv,hybrid electric,hybrid electric,19.0
12822,defender 90 mhev,2022,auto,land rover,suv,hybrid electric,hybrid electric,22.0
10371,mitusbishi i,2012,unknown,mitsubishi,sedan/wagon,electric,dedicated,126.0
609,econoline e-250,1997,auto,ford,van,cng - compressed natural gas,dual/bi-fueled,17.0
12065,1500 classic 4wd,2019,auto,ram,pickup,ethanol (e85),flexible fuel,23.0
12581,defender 110 mhev,2021,auto,land rover,suv,hybrid electric,hybrid electric,22.0
12375,nexo,2020,auto,hyundai,suv,hydrogen fuel cell,dedicated,59.0
10321,escalade 2wd/4wd,2012,auto,cadillac,suv,ethanol (e85),flexible fuel,18.0
12260,range rover sport,2020,auto,land rover,suv,biodiesel (b20),dedicated,28.0
11424,impala,2015,auto,chevrolet,sedan/wagon,ethanol (e85),flexible fuel,29.0
257,sierra,2004,auto,gmc,pickup,cng - compressed natural gas,dual/bi-fueled,12.0
11547,sierra 1500 2wd/4wd,2016,auto,gmc,pickup,ethanol (e85),dedicated,23.0
11587,mkz hybrid,2016,continuously variable,lincoln,sedan/wagon,hybrid electric,dedicated,41.0
548,f-150,2003,auto,ford,pickup,cng - compressed natural gas,dedicated,19.0
318,sierra,2004,auto,gmc,pickup,cng - compressed natural gas,dedicated,12.0
